_step,train/perplexity,_runtime,mfu,lr,val/loss,train/loss,tokens,val/perplexity,iter,_timestamp,n_params,use_cosine_sched,init_from,wandb_project,log_interval,pos_enc_type,n_params_wo_embedding,beta1,out_dir,eval_interval,device,d_model,dropout_rate,decay_lr,max_iters,norm_first,datetime_now,weight_decay,wandb_run_name,symmetric_rels,always_save_checkpoint,model_name,compile,max_seq_len,grad_clip,bias,batch_size,warmup_iters,dtype,sa,activation,rca,eval_only,n_layers,gradient_accumulation_steps,vocab_source,symbol_type,sym_attn_n_symbols,wandb_log,trainable_symbols,vocab_size,rca_type,learning_rate,eval_iters,beta2,group,name,Generated Samples
76000,5.951288223266602,7670.906855344772,12.40250301074337,0.001,1.7838354110717773,1.783378005027771,9961472000.0,5.954023838043213,76000,1715560396.6083283,4391168,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,263168,0.9,out/sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_23,0.1,sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,True,False,sa=8; d=64; L=4; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,8,swiglu,0,False,4,2,llama2,NA,512,True,True,32000,NA,0.001,100,0.95,,sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,
78000,5.960959434509277,7872.19752240181,12.537475850257016,0.001,1.7856651544570923,1.784999132156372,10223616000.0,5.964951038360596,78000,1715560597.8989954,4391168,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,263168,0.9,out/sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_23,0.1,sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,True,False,sa=8; d=64; L=4; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,8,swiglu,0,False,4,2,llama2,NA,512,True,True,32000,NA,0.001,100,0.95,,sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,
80000,5.955456733703613,8073.378082513809,12.390906765738533,0.001,1.7845475673675537,1.784082055091858,10485760000.0,5.9582624435424805,80000,1715560799.0795555,4391168,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,263168,0.9,out/sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_23,0.1,sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,True,False,sa=8; d=64; L=4; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,8,swiglu,0,False,4,2,llama2,NA,512,True,True,32000,NA,0.001,100,0.95,,sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,
82000,5.940427780151367,8274.626372337341,12.390999434554827,0.001,1.7826460599899292,1.781550645828247,10747904000.0,5.9469523429870605,82000,1715561000.3278453,4391168,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,263168,0.9,out/sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_23,0.1,sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,True,False,sa=8; d=64; L=4; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,8,swiglu,0,False,4,2,llama2,NA,512,True,True,32000,NA,0.001,100,0.95,,sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,
84000,5.940629482269287,8476.007287979126,12.39045444845677,0.001,1.7818496227264404,1.7815836668014526,11010048000.0,5.942235946655273,84000,1715561201.708761,4391168,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,263168,0.9,out/sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_23,0.1,sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,True,False,sa=8; d=64; L=4; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,8,swiglu,0,False,4,2,llama2,NA,512,True,True,32000,NA,0.001,100,0.95,,sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,
86000,5.9408392906188965,8677.251408338547,12.370895006706645,0.001,1.7819966077804565,1.7816106081008911,11272192000.0,5.943076133728027,86000,1715561402.9528813,4391168,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,263168,0.9,out/sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_23,0.1,sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,True,False,sa=8; d=64; L=4; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,8,swiglu,0,False,4,2,llama2,NA,512,True,True,32000,NA,0.001,100,0.95,,sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,
88000,5.934255599975586,8878.56978392601,12.391598870314086,0.001,1.7812185287475586,1.780513048171997,11534336000.0,5.9384589195251465,88000,1715561604.271257,4391168,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,263168,0.9,out/sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_23,0.1,sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,True,False,sa=8; d=64; L=4; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,8,swiglu,0,False,4,2,llama2,NA,512,True,True,32000,NA,0.001,100,0.95,,sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,
90000,5.9293694496154785,9079.987965106964,12.389461209546642,0.001,1.7802876234054565,1.779686450958252,11796480000.0,5.9329514503479,90000,1715561805.689438,4391168,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,263168,0.9,out/sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_23,0.1,sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,True,False,sa=8; d=64; L=4; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,8,swiglu,0,False,4,2,llama2,NA,512,True,True,32000,NA,0.001,100,0.95,,sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,
92000,5.919589996337891,9281.469309091568,12.368470742122256,0.001,1.7781850099563599,1.7780375480651855,12058624000.0,5.9204864501953125,92000,1715562007.170782,4391168,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,263168,0.9,out/sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_23,0.1,sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,True,False,sa=8; d=64; L=4; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,8,swiglu,0,False,4,2,llama2,NA,512,True,True,32000,NA,0.001,100,0.95,,sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,
94000,5.924991607666016,9482.71277141571,12.398734938113705,0.001,1.778957486152649,1.7789509296417236,12320768000.0,5.9250664710998535,94000,1715562208.4142444,4391168,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,263168,0.9,out/sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_23,0.1,sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,True,False,sa=8; d=64; L=4; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,8,swiglu,0,False,4,2,llama2,NA,512,True,True,32000,NA,0.001,100,0.95,,sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,
96000,5.907832145690918,9683.923317670822,12.391450012935378,0.001,1.7770054340362549,1.7760536670684814,12582912000.0,5.913547992706299,96000,1715562409.6247907,4391168,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,263168,0.9,out/sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_23,0.1,sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,True,False,sa=8; d=64; L=4; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,8,swiglu,0,False,4,2,llama2,NA,512,True,True,32000,NA,0.001,100,0.95,,sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,
98000,5.91362190246582,9885.356558561325,12.373803524172267,0.001,1.7774953842163086,1.7770271301269531,12845056000.0,5.916433811187744,98000,1715562611.0580316,4391168,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,263168,0.9,out/sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_23,0.1,sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,True,False,sa=8; d=64; L=4; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,8,swiglu,0,False,4,2,llama2,NA,512,True,True,32000,NA,0.001,100,0.95,,sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,
100000,5.900969982147217,10088.311394929886,12.378319753642824,0.001,1.7751867771148682,1.7748849391937256,13107200000.0,5.902736663818359,100000,1715562814.012868,4391168,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,263168,0.9,out/sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_23,0.1,sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,True,False,sa=8; d=64; L=4; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,8,swiglu,0,False,4,2,llama2,NA,512,True,True,32000,NA,0.001,100,0.95,,sa=8; d=64; L=4; pos_enc_type=RoPE__2024_05_12_18_25_23,"{'_type': 'table-file', 'ncols': 2, 'nrows': 7, 'path': 'media/table/Generated Samples_100000_374379d0b6b3fdcf56c8.table.json', 'sha256': '374379d0b6b3fdcf56c8e5ce4618208d6abe5d9f08857d03b188047519f327b8', 'artifact_path': 'wandb-client-artifact://tbgkfichx4o8bgnnfb3us3aywq9jwuwgpljj9mx2rr22mo6mb29w7l7ub5qlbnv83mddow1t7wqrbr65b7spcbjyvehx0lywdw6keujq6fb2ljg2pe1gm53ac2ds2jtx/Generated Samples.table.json', '_latest_artifact_path': 'wandb-client-artifact://g1tx05ax6u542wpifox60oe3loua7l61lnpjrmhs9iz58xngqixrchwrfk09mz3go138yapu6kkn2yrzorrvkig4pepv376pd2tdqtgio6erkl0mi0g1rjfsnii9x6iy:latest/Generated Samples.table.json', 'size': 2996}"
0,39734.671875,28.225939750671387,-100.0,0.001,10.58957290649414,10.589953422546387,0.0,39718.9765625,0,1715552753.4108398,4471872,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,343872,0.9,out/sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_22,0.1,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,True,False,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,4,swiglu,4,False,4,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,
2000,9.334760665893555,945.9782152175903,2.8163486173819914,0.001,2.234781503677368,2.2334630489349365,262144000.0,9.347043991088867,2000,1715553671.1631153,4471872,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,343872,0.9,out/sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_22,0.1,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,True,False,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,4,swiglu,4,False,4,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,
4000,7.978760242462158,1863.8248748779297,2.8163315905951203,0.001,2.0773813724517822,2.0765278339385986,524288000.0,7.9856061935424805,4000,1715554589.009775,4471872,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,343872,0.9,out/sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_22,0.1,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,True,False,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,4,swiglu,4,False,4,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,
6000,7.411808490753174,2781.6288299560547,2.8162910044690825,0.001,2.003592014312744,2.0028188228607178,786432000.0,7.417524337768555,6000,1715555506.81373,4471872,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,343872,0.9,out/sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_22,0.1,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,True,False,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,4,swiglu,4,False,4,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,
8000,7.091508865356445,3699.417605638504,2.8163473521909075,0.001,1.9591641426086426,1.9586437940597534,1048576000.0,7.09518575668335,8000,1715556424.6025057,4471872,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,343872,0.9,out/sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_22,0.1,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,True,False,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,4,swiglu,4,False,4,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,
10000,6.86956787109375,4617.195988178253,2.8161999546912897,0.001,1.926792025566101,1.9268500804901123,1310720000.0,6.869205474853516,10000,1715557342.3808882,4471872,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,343872,0.9,out/sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_22,0.1,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,True,False,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,4,swiglu,4,False,4,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,
12000,6.716371536254883,5535.043735742569,2.8164709554907397,0.001,1.9040188789367676,1.9043081998825073,1572864000.0,6.7144999504089355,12000,1715558260.2286358,4471872,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,343872,0.9,out/sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_22,0.1,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,True,False,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,4,swiglu,4,False,4,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,
14000,6.596066951751709,6452.902285337448,2.8165617046235285,0.001,1.8867131471633911,1.8862344026565552,1835008000.0,6.599264144897461,14000,1715559178.0871854,4471872,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,343872,0.9,out/sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_22,0.1,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,True,False,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,4,swiglu,4,False,4,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,
16000,6.502727031707764,7370.695743560791,2.81646223397877,0.001,1.871979832649231,1.8719820976257324,2097152000.0,6.502785682678223,16000,1715560095.8806436,4471872,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,343872,0.9,out/sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_22,0.1,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,True,False,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,4,swiglu,4,False,4,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,
18000,6.410811901092529,8288.52686214447,2.816343684080232,0.001,1.8573973178863525,1.85774564743042,2359296000.0,6.408625602722168,18000,1715561013.7117622,4471872,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,343872,0.9,out/sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_22,0.1,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,True,False,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,4,swiglu,4,False,4,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,
20000,6.345138072967529,9206.309539318085,2.816460652254222,0.001,1.8473368883132935,1.8474540710449219,2621440000.0,6.344463348388672,20000,1715561931.4944394,4471872,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,343872,0.9,out/sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_22,0.1,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,True,False,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,4,swiglu,4,False,4,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,
22000,6.291913032531738,10124.098519325256,2.8166632530672295,0.001,1.8392797708511353,1.8390264511108398,2883584000.0,6.2935943603515625,22000,1715562849.2834194,4471872,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,343872,0.9,out/sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_22,0.1,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,True,False,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,4,swiglu,4,False,4,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,
24000,6.242037296295166,11041.918276548386,2.8130577130230665,0.001,1.8310879468917847,1.8310751914978027,3145728000.0,6.242224216461182,24000,1715563767.1031766,4471872,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,343872,0.9,out/sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_22,0.1,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,True,False,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,4,swiglu,4,False,4,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,
26000,6.188257217407227,11959.728194713593,2.816095471491825,0.001,1.822845458984375,1.8224176168441772,3407872000.0,6.190962314605713,26000,1715564684.9130948,4471872,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,343872,0.9,out/sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_22,0.1,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,True,False,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,4,swiglu,4,False,4,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,
28000,6.1419548988342285,12877.553348064423,2.8164828449021395,0.001,1.8154014348983765,1.814907431602478,3670016000.0,6.145079135894775,28000,1715565602.738248,4471872,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,343872,0.9,out/sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_22,0.1,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,True,False,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,4,swiglu,4,False,4,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,
30000,6.099008083343506,13795.369715929031,2.8165328025000074,0.001,1.8099790811538696,1.8078978061676025,3932160000.0,6.111806869506836,30000,1715566520.554616,4471872,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,343872,0.9,out/sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,2000,cuda,64,0.1,True,100000,True,2024_05_12_18_25_22,0.1,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,True,False,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,4,swiglu,4,False,4,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=4; rca=4; d=64; L=4; rca_type=disentangled_v2; sym_rel=True; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_12_18_25_22,
