,trainer/global_step,train_teacher_forcing_acc,_step,train_loss,_runtime,epoch,_timestamp,interpolate_loss,interpolate_teacher_forcing_acc,extrapolate_loss,extrapolate_teacher_forcing_acc,interpolate_perplexity,extrapolate_perplexity,in_block_size,d_model,decoder_kwargs,symbol_retrieval_kwargs,out_dim,loss_ignore_idx,n_layers_enc,input_spec,abstractor_kwargs,symbol_retrieval,encoder_kwargs,group,output_spec,out_block_size,n_layers_dec,name
2027,175769,,52,,8372.819525241852,44,1722605137.5903583,0.13444143533706665,0.5637144446372986,0.13444143533706665,0.5637144446372986,3.356881856918335,3.356881856918335,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2028,175769,0.6979137063026428,53,0.08048690110445023,8372.821600437164,44,1722605137.5924335,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2029,179675,0.7013938426971436,54,0.07934331893920898,8551.903977155685,45,1722605316.6748102,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2030,183581,0.7030627727508545,55,0.07886211574077606,8730.987962245941,46,1722605495.7587953,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2031,187487,0.7050306797027588,56,0.07823298126459122,8910.07096362114,47,1722605674.8417966,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2032,191393,0.7080615162849426,57,0.07718843966722488,9089.158697366714,48,1722605853.9295304,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2033,195299,,58,,9303.540321588516,49,1722606068.3111546,0.13203057646751404,0.5707917809486389,0.13203057646751404,0.5707917809486389,3.2848246097564697,3.2848246097564697,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2034,195299,0.7101186513900757,59,0.07656695693731308,9303.54236650467,49,1722606068.3131995,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2035,199205,0.7129647135734558,60,0.0756574496626854,9482.393119573593,50,1722606247.1639526,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2036,203111,0.7153316736221313,61,0.0749095156788826,9661.20829153061,51,1722606425.9791245,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2037,207017,0.7175602912902832,62,0.07410817593336105,9840.037656784058,52,1722606604.8084898,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2038,210923,0.7190033197402954,63,0.07372067868709564,10018.847551584244,53,1722606783.6183846,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2039,214829,,64,,10232.945526123047,54,1722606997.7163591,0.12830276787281036,0.5816833972930908,0.12830276787281036,0.5816833972930908,3.1763710975646973,3.1763710975646973,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2040,214829,0.7207723259925842,65,0.07315404713153839,10232.947581529617,54,1722606997.7184145,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2041,218735,0.7219782471656799,66,0.07282188534736633,10411.909609079361,55,1722607176.680442,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2042,222641,0.7232293486595154,67,0.07249855995178223,10590.847246646881,56,1722607355.6180797,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2043,226547,0.7246650457382202,68,0.07195819169282913,10769.781481027603,57,1722607534.552314,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2044,230453,0.726296603679657,69,0.07150813937187195,10948.715470314026,58,1722607713.4863033,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2045,234359,,70,,11162.935063362122,59,1722607927.7058964,0.12609177827835083,0.5867198705673218,0.12609177827835083,0.5867198705673218,3.113762140274048,3.113762140274048,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2046,234359,0.7275415062904358,71,0.07109709084033966,11162.937154531479,59,1722607927.7079875,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2047,238265,0.7280119061470032,72,0.0710059180855751,11342.01498913765,60,1722608106.7858222,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2048,242171,0.7300174236297607,73,0.07032661139965057,11521.084542512894,61,1722608285.8553755,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2049,246077,0.7316031455993652,74,0.06980110704898834,11700.168647527695,62,1722608464.9394805,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2050,249983,0.7324888706207275,75,0.0695565864443779,11879.252828836441,63,1722608644.0236619,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2051,253889,,76,,12093.673272132874,64,1722608858.4441051,0.1262405514717102,0.5879502296447754,0.1262405514717102,0.5879502296447754,3.118020534515381,3.118020534515381,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2052,253889,0.7336193919181824,77,0.0691751092672348,12093.675307035446,64,1722608858.44614,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2053,257795,0.734304666519165,78,0.06900554895401001,12272.514617681503,65,1722609037.2854507,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2054,261701,0.7345486879348755,79,0.06892040371894836,12451.360920906067,66,1722609216.131754,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2055,265607,0.7355130910873413,80,0.06860308349132538,12630.1938226223,67,1722609394.9646556,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2056,269513,0.7366503477096558,81,0.0683324858546257,12809.015411376953,68,1722609573.7862444,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2057,273419,,82,,13023.106213092804,69,1722609787.877046,0.12625713646411896,0.5910725593566895,0.12625713646411896,0.5910725593566895,3.118588924407959,3.118588924407959,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2058,273419,0.7377374172210693,83,0.06794515997171402,13023.108258962631,69,1722609787.879092,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2059,277325,0.738131046295166,84,0.06782574206590652,13202.21207022667,70,1722609966.9829032,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2060,281231,0.7383605241775513,85,0.06785034388303757,13381.289996623993,71,1722610146.0608296,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2061,285137,0.7393038272857666,86,0.06748834252357483,13560.372362613678,72,1722610325.1431956,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2062,289043,0.7408878803253174,87,0.06702277809381485,13739.453310489655,73,1722610504.2241435,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2063,292949,,88,,13953.798816204071,74,1722610718.5696492,0.12503625452518463,0.5942662954330444,0.12503625452518463,0.5942662954330444,3.084473133087158,3.084473133087158,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2064,292949,0.7415457367897034,89,0.06682093441486359,13953.800874233246,74,1722610718.5717072,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2065,296855,0.7425113916397095,90,0.06656070798635483,14132.894561052322,75,1722610897.665394,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2066,300761,0.7426910400390625,91,0.06649228930473328,14311.80291724205,76,1722611076.5737503,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2067,304667,0.7436482310295105,92,0.06616552174091339,14490.658544778824,77,1722611255.4293778,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2068,308573,0.7430971264839172,93,0.0663718730211258,14669.510134458542,78,1722611434.2809675,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2069,312479,,94,,14883.651203155518,79,1722611648.4220362,0.12322577089071274,0.5972837209701538,0.12322577089071274,0.5972837209701538,3.0345001220703125,3.0345001220703125,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2070,312479,0.7437894344329834,95,0.06621081382036209,14883.653284072876,79,1722611648.424117,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2071,316385,0.7440302968025208,96,0.06618156284093857,15062.70864200592,80,1722611827.479475,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2072,320291,0.744547426700592,97,0.06601806730031967,15241.76196360588,81,1722612006.5327966,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2073,324197,0.7454335689544678,98,0.06569993495941162,15420.811750650406,82,1722612185.5825837,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2074,328103,0.7469590306282043,99,0.06521651148796082,15599.879657268524,83,1722612364.6504903,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2075,332009,,100,,15814.2422144413,84,1722612579.0130475,0.12083815038204193,0.6019150018692017,0.12083815038204193,0.6019150018692017,2.969926357269287,2.969926357269287,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2076,332009,0.7475318312644958,101,0.06504042446613312,15814.24430513382,84,1722612579.0151381,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2077,335915,0.7484142184257507,102,0.06482269614934921,15993.120906591415,85,1722612757.8917396,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2078,339821,0.7490706443786621,103,0.06463763862848282,16171.990538835526,86,1722612936.7613719,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2079,343727,0.7498833537101746,104,0.06443019956350327,16350.99295091629,87,1722613115.763784,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2080,347633,0.7503318190574646,105,0.0642826110124588,16529.940098285675,88,1722613294.7109313,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2081,351539,,106,,16744.11972928047,89,1722613508.8905623,0.12164967507123947,0.6028419137001038,0.12164967507123947,0.6028419137001038,2.9917666912078857,2.9917666912078857,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2082,351539,0.7513176202774048,107,0.0640481561422348,16744.12179017067,89,1722613508.8926232,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2083,355445,0.7513598203659058,108,0.06407664716243744,16923.21669793129,90,1722613687.987531,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2084,359351,0.7525057196617126,109,0.06370791047811508,17102.284251213074,91,1722613867.0550842,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2085,363257,0.753050684928894,110,0.06363458931446075,17281.384987592697,92,1722614046.1558206,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2086,367163,0.7532966732978821,111,0.06349590420722961,17460.59299516678,93,1722614225.3638282,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2087,371069,,112,,17674.942681074142,94,1722614439.713514,0.12123864889144897,0.6047195792198181,0.12123864889144897,0.6047195792198181,2.98071026802063,2.98071026802063,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2088,371069,0.7538440227508545,113,0.06343299895524979,17674.94488954544,94,1722614439.7157226,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2089,374975,0.7543336749076843,114,0.06321412324905396,17853.79042863846,95,1722614618.5612617,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2090,378881,0.7547643780708313,115,0.0630977675318718,18032.61519384384,96,1722614797.3860269,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2091,382787,0.7559106349945068,116,0.06282222270965576,18211.430848121643,97,1722614976.2016811,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2092,386693,0.7547324299812317,117,0.06325159966945648,18390.251116752625,98,1722615155.0219498,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2093,390599,,118,,18604.376127004623,99,1722615369.14696,0.12139082700014114,0.6048451066017151,0.12139082700014114,0.6048451066017151,2.9848060607910156,2.9848060607910156,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2094,390599,0.755837619304657,119,0.06289168447256088,18604.37817955017,99,1722615369.1490126,,,,,,,161,128,,,85,,1,,,,,"Abstractor - L=1, d=128, h=8",,31,1,prime-snowflake-5
2095,3905,0.5505654215812683,0,0.13693197071552277,133.63666343688965,0,1722596613.5718865,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2096,7811,0.5595113635063171,1,0.12875129282474518,261.24055075645447,1,1722596741.1757739,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2097,11717,0.5635518431663513,2,0.12712667882442474,389.10517954826355,2,1722596869.0404027,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2098,15623,0.5664992332458496,3,0.1259116232395172,516.9676561355591,3,1722596996.9028792,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2099,19529,,4,,671.3885707855225,4,1722597151.323794,0.17105598747730255,0.48349323868751526,0.17105598747730255,0.48349323868751526,4.667727947235107,4.667727947235107,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2100,19529,0.5688313841819763,5,0.12486457824707031,671.3904736042023,4,1722597151.3256967,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2101,23435,0.5704914331436157,6,0.12408823519945145,799.2708818912506,5,1722597279.206105,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2102,27341,0.5730905532836914,7,0.12283435463905334,926.6993403434753,6,1722597406.6345634,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2103,31247,0.582848846912384,8,0.11849930882453918,1054.3038172721863,7,1722597534.2390404,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2104,35153,0.5897230505943298,9,0.1161680668592453,1181.8687672615051,8,1722597661.8039904,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2105,39059,,10,,1335.9209694862366,9,1722597815.8561926,0.16458283364772797,0.48904216289520264,0.16458283364772797,0.48904216289520264,4.4034743309021,4.4034743309021,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2106,39059,0.5945127606391907,11,0.1145862266421318,1335.9228110313416,9,1722597815.8580341,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2107,42965,0.598275899887085,12,0.11327840387821198,1463.7673041820526,10,1722597943.7025273,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2108,46871,0.600995659828186,13,0.11232466995716095,1591.6228942871094,11,1722598071.5581174,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2109,50777,0.6043939590454102,14,0.11115427315235138,1718.942842245102,12,1722598198.8780653,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2110,54683,0.6068963408470154,15,0.1102496087551117,1846.240050792694,13,1722598326.175274,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2111,58589,,16,,2000.1957643032074,14,1722598480.1309874,0.16043004393577576,0.497013121843338,0.16043004393577576,0.497013121843338,4.2418532371521,4.2418532371521,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2112,58589,0.6083944439888,17,0.10971994698047638,2000.1975448131561,14,1722598480.132768,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2113,62495,0.610866904258728,18,0.10893527418375015,2127.7951600551605,15,1722598607.7303832,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2114,66401,0.6144859790802002,19,0.10777232050895691,2255.3664712905884,16,1722598735.3016944,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2115,70307,0.616807222366333,20,0.10697079449892044,2382.954032421112,17,1722598862.8892555,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2116,74213,0.6187983155250549,21,0.10630716383457184,2510.8046724796295,18,1722598990.7398956,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2117,78119,,22,,2665.053850889206,19,1722599144.989074,0.1579514443874359,0.5027715563774109,0.1579514443874359,0.5027715563774109,4.148214340209961,4.148214340209961,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2118,78119,0.620386004447937,23,0.10584432631731033,2665.055594444275,19,1722599144.9908175,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2119,82025,0.6216350197792053,24,0.10533779859542847,2792.9162998199463,20,1722599272.851523,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2120,85931,0.6230274438858032,25,0.10481546819210052,2920.4527769088745,21,1722599400.388,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2121,89837,0.6257492899894714,26,0.1039896309375763,3048.331855535507,22,1722599528.2670786,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2122,93743,0.6269412040710449,27,0.1036560907959938,3176.1965260505676,23,1722599656.1317492,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2123,97649,,28,,3330.802579641342,24,1722599810.7378027,0.15676985681056976,0.5067082047462463,0.15676985681056976,0.5067082047462463,4.104421138763428,4.104421138763428,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2124,97649,0.6308790445327759,29,0.1024051085114479,3330.8043246269226,24,1722599810.7395477,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2125,101555,0.6343703269958496,30,0.10131806880235672,3458.3353939056396,25,1722599938.270617,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2126,105461,0.6365231275558472,31,0.10061099380254745,3586.187155723572,26,1722600066.1223788,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2127,109367,0.6391197443008423,32,0.09978841245174408,3714.060948610306,27,1722600193.9961717,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2128,113273,0.6420440077781677,33,0.0988711342215538,3841.625907421112,28,1722600321.5611305,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2129,117179,,34,,3996.110305070877,29,1722600476.0455282,0.15731178224086761,0.5081915855407715,0.15731178224086761,0.5081915855407715,4.124602794647217,4.124602794647217,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2130,117179,0.6442417502403259,35,0.0981801301240921,3996.111991882324,29,1722600476.047215,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2131,121085,0.6476796865463257,36,0.09695947170257568,4124.00728726387,30,1722600603.9425104,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2132,124991,0.6504800915718079,37,0.09604014456272125,4251.412427186966,31,1722600731.3476503,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2133,128897,0.65115886926651,38,0.09591738879680634,4378.73609662056,32,1722600858.6713197,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2134,132803,0.6568191051483154,39,0.09399928152561188,4506.048852920532,33,1722600985.984076,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2135,136709,,40,,4660.021667718887,34,1722601139.9568908,0.15297657251358032,0.517288863658905,0.15297657251358032,0.517288863658905,3.9665067195892334,3.9665067195892334,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2136,136709,0.6600976586341858,41,0.09298163652420044,4660.023438453674,34,1722601139.9586616,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2137,140615,0.6632632613182068,42,0.09190557152032852,4787.724332332611,35,1722601267.6595554,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2138,144521,0.6658066511154175,43,0.09114459156990051,4915.604306459427,36,1722601395.5395296,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2139,148427,0.6675427556037903,44,0.09053882211446762,5042.945091724396,37,1722601522.8803148,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2140,152333,0.6700966954231262,45,0.08982748538255692,5170.445824384689,38,1722601650.3810475,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2141,156239,,46,,5324.745041131973,39,1722601804.6802642,0.15251635015010834,0.5198897123336792,0.15251635015010834,0.5198897123336792,3.9502267837524414,3.9502267837524414,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2142,156239,0.6734601855278015,47,0.08883725106716156,5324.746766805649,39,1722601804.68199,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2143,160145,0.6773039102554321,48,0.08758357167243958,5452.33159160614,40,1722601932.2668147,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2144,164051,0.6841099858283997,49,0.08541231602430344,5579.832186698914,41,1722602059.7674098,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2145,167957,0.6874702572822571,50,0.08437914401292801,5707.217722415924,42,1722602187.1529455,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2146,171863,0.6916411519050598,51,0.08310768008232117,5834.828718423843,43,1722602314.7639415,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2147,175769,,52,,5989.003613710403,44,1722602468.9388368,0.15665127336978912,0.5225253105163574,0.15665127336978912,0.5225253105163574,4.100295066833496,4.100295066833496,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2148,175769,0.6964114308357239,53,0.08160941302776337,5989.005284309387,44,1722602468.9405074,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2149,179675,0.7003726363182068,54,0.08042639493942261,6116.491103172302,45,1722602596.4263263,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2150,183581,0.7053338885307312,55,0.07894345372915268,6243.90204000473,46,1722602723.837263,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2151,187487,0.7102161049842834,56,0.07742223143577576,6371.457060098648,47,1722602851.3922832,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2152,191393,0.7134454250335693,57,0.07641009241342545,6499.277699708939,48,1722602979.2129228,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2153,195299,,58,,6653.7377388477325,49,1722603133.672962,0.15997731685638428,0.5188608765602112,0.15997731685638428,0.5188608765602112,4.225263595581055,4.225263595581055,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2154,195299,0.7169467210769653,59,0.07532498985528946,6653.739457368851,49,1722603133.6746805,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2155,199205,0.7201688289642334,60,0.0743846669793129,6781.58461022377,50,1722603261.5198333,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2156,203111,0.7229964137077332,61,0.07349076867103577,6909.166298151016,51,1722603389.1015213,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
2157,207017,0.7257798910140991,62,0.0726306214928627,7036.730802297592,52,1722603516.6660254,,,,,,,161,128,,,85,,2,,,,,"Abstractor - L=2, d=128, h=8",,31,2,flowing-wood-4
