name,test/acc_hexos,_runtime,test/loss_hexos,_timestamp,test/loss_in_distribution,_wandb,_step,test/acc_stripes,test/loss_stripes,test/acc_in_distribution,sa_kwargs,d_model,image_shape,ra_type,n_layers,task,bias,norm_first,dff,activation,n_heads_sa,num_params,pool,symbol_retrieval_kwargs,patch_size,num_classes,val_size,ra_kwargs,dropout_rate,baseline_model,train_size,model_config,symbol_retrieval,group,n_heads_ra,model_name
occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention_train_size=1000__2024_08_01_16_28_20,0.6193000078201294,44.26511526107788,0.7113030552864075,1722544144.8173003,0.718708872795105,{'runtime': 43},0.0,0.5849000215530396,0.7822695970535278,0.631600022315979,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,occurs,False,True,256.0,swiglu,0.0,473314,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,1000,,symbolic_attention,occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention
1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols_train_size=2500__2024_08_01_16_27_51,0.9158999919891356,37.864734411239624,0.31891685724258423,1722544109.439109,0.22110925614833832,{'runtime': 36},0.0,0.9020000100135804,0.34513014554977417,0.9351999759674072,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_between,False,True,256.0,swiglu,0.0,455778,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,2500,,positional_symbols,1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols
occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols_train_size=750__2024_08_01_16_27_35,0.6079000234603882,63.34212946891785,1.5989984273910522,1722544118.8271725,1.6964261531829834,{'runtime': 61},0.0,0.6047000288963318,1.6826893091201782,0.6068000197410583,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,occurs,False,True,256.0,swiglu,0.0,455778,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,750,,positional_symbols,occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols
occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention_train_size=750__2024_08_01_16_27_23,0.5795000195503235,48.33517146110535,1.120042324066162,1722544092.0544074,1.2121880054473877,{'runtime': 47},0.0,0.5841000080108643,1.0509663820266724,0.5860000252723694,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,occurs,False,True,256.0,swiglu,0.0,473314,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,750,,symbolic_attention,occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention
same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention_train_size=1000__2024_08_01_16_27_22,0.869949996471405,62.535805225372314,0.5374947190284729,1722544104.7616482,0.49980223178863525,{'runtime': 61},0.0,0.8622999787330627,0.49312564730644226,0.8809999823570251,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,same,False,True,256.0,swiglu,0.0,473314,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,1000,,symbolic_attention,same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention
same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols_train_size=1250__2024_08_01_16_27_20,0.8859000205993652,60.5191707611084,0.43159425258636475,1722544101.5030549,0.3727689385414123,{'runtime': 59},0.0,0.8816499710083008,0.4282729625701904,0.8984000086784363,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,same,False,True,256.0,swiglu,0.0,455778,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,1250,,positional_symbols,same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols
1task_match_patt__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols_train_size=20000__2024_08_01_16_27_16,0.5708000063896179,83.87846636772156,0.9692202210426332,1722544120.4197514,0.8598553538322449,{'runtime': 82},0.0,0.5448499917984009,1.0542490482330322,0.6031000018119812,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_match_patt,False,True,256.0,swiglu,0.0,455778,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,20000,,positional_symbols,1task_match_patt__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols
1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols_train_size=2250__2024_08_01_16_27_08,0.8953800201416016,37.96817207336426,0.6259143948554993,1722544066.558607,0.4337652325630188,{'runtime': 36},0.0,0.8775399923324585,0.6724181771278381,0.9200999736785888,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_between,False,True,256.0,swiglu,0.0,455778,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,2250,,positional_symbols,1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols
occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention_train_size=500__2024_08_01_16_26_40,0.5119500160217285,39.24577617645264,0.7490413188934326,1722544040.0866482,0.7574198246002197,{'runtime': 38},0.0,0.5024499893188477,0.7236083745956421,0.5067999958992004,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,occurs,False,True,256.0,swiglu,0.0,473314,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,500,,symbolic_attention,occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention
occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols_train_size=500__2024_08_01_16_26_40,0.5012000203132629,51.65860033035278,0.7697247266769409,1722544052.0136344,0.7748684287071228,{'runtime': 50},0.0,0.5100499987602234,0.7181453108787537,0.4902999997138977,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,occurs,False,True,256.0,swiglu,0.0,455778,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,500,,positional_symbols,occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols
1task_match_patt__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention_train_size=17500__2024_08_01_16_26_33,0.5084499716758728,88.22613954544067,1.1998395919799805,1722544081.4867845,1.1184139251708984,{'runtime': 88},0.0,0.5224499702453613,1.305675387382507,0.536899983882904,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_match_patt,False,True,256.0,swiglu,0.0,473314,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,17500,,symbolic_attention,1task_match_patt__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention
xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention_train_size=2500__2024_08_01_16_26_20,0.6834499835968018,37.32015633583069,1.0856722593307495,1722544017.9232194,0.9451631903648376,{'runtime': 36},0.0,0.6620000004768372,1.1831564903259275,0.7166000008583069,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,xoccurs,False,True,256.0,swiglu,0.0,473314,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,2500,,symbolic_attention,xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention
1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols_train_size=2000__2024_08_01_16_26_09,0.8769800066947937,49.70123291015625,0.4162492156028747,1722544019.5736609,0.41386473178863525,{'runtime': 48},0.0,0.8763999938964844,0.4193135201931,0.8802000284194946,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_between,False,True,256.0,swiglu,0.0,455778,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,2000,,positional_symbols,1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols
same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols_train_size=1000__2024_08_01_16_26_09,0.6789500117301941,59.78382587432861,0.7747160196304321,1722544029.2219508,0.6141434907913208,{'runtime': 58},0.0,0.6746500134468079,0.6315194964408875,0.7264999747276306,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,same,False,True,256.0,swiglu,0.0,455778,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,1000,,positional_symbols,same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols
same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention_train_size=750__2024_08_01_16_26_07,0.831849992275238,67.34002017974854,0.6498938202857971,1722544034.8134692,0.618017852306366,{'runtime': 66},0.0,0.8446000218391418,0.5301316380500793,0.843999981880188,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,same,False,True,256.0,swiglu,0.0,473314,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,750,,symbolic_attention,same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention
occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention_train_size=250__2024_08_01_16_25_50,0.5216500163078308,44.24704718589783,1.8313575983047483,1722543996.224337,1.9114274978637695,{'runtime': 44},0.0,0.5231500267982483,2.1282296180725098,0.5375000238418579,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,occurs,False,True,256.0,swiglu,0.0,473314,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,250,,symbolic_attention,occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention
1task_match_patt__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols_train_size=17500__2024_08_01_16_25_49,0.531000018119812,79.88514471054077,1.2156093120574951,1722544029.4906647,1.0897527933120728,{'runtime': 78},0.0,0.5295500159263611,1.1226426362991333,0.5819000005722046,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_match_patt,False,True,256.0,swiglu,0.0,455778,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,17500,,positional_symbols,1task_match_patt__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols
occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols_train_size=250__2024_08_01_16_25_35,0.5253000259399414,57.957186460494995,1.3005273342132568,1722543995.2751694,1.2647545337677002,{'runtime': 57},0.0,0.5130000114440918,1.1361854076385498,0.5307999849319458,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,occurs,False,True,256.0,swiglu,0.0,455778,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,250,,positional_symbols,occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols
xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention_train_size=2250__2024_08_01_16_25_35,0.8203499913215637,37.12254905700683,0.4946812093257904,1722543972.269959,0.4034586548805237,{'runtime': 35},0.0,0.7531999945640564,0.7784069776535034,0.8467000126838684,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,xoccurs,False,True,256.0,swiglu,0.0,473314,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,2250,,symbolic_attention,xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention
1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention_train_size=2500__2024_08_01_16_25_09,0.9024199843406676,28.459880828857425,0.5931492447853088,1722543938.3989267,0.46178603172302246,{'runtime': 27},0.0,0.9187999963760376,0.34224942326545715,0.9153000116348268,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_between,False,True,256.0,swiglu,0.0,473314,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,2500,,symbolic_attention,1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention
same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention_train_size=500__2024_08_01_16_25_04,0.6776999831199646,58.09043598175049,0.6217247843742371,1722543962.837065,0.6434215307235718,{'runtime': 56},0.0,0.6631500124931335,0.6159086227416992,0.6783000230789185,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,same,False,True,256.0,swiglu,0.0,473314,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,500,,symbolic_attention,same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=symbolic_attention
xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols_train_size=2500__2024_08_01_16_25_03,0.6511499881744385,35.32840013504028,1.1450676918029783,1722543939.2165031,0.972556471824646,{'runtime': 33},0.0,0.6344500184059143,1.0930094718933103,0.6904000043869019,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,xoccurs,False,True,256.0,swiglu,0.0,455778,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,2500,,positional_symbols,xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols
1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols_train_size=1750__2024_08_01_16_25_03,0.8870199918746948,61.76784920692444,0.49911510944366455,1722543965.3820312,0.4138275980949402,{'runtime': 60},0.0,0.8862599730491638,0.46068304777145386,0.9018999934196472,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_between,False,True,256.0,swiglu,0.0,455778,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': False}",0.1,,1750,,positional_symbols,1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=False; symbol_type=positional_symbols
