name,test/acc_hexos,_runtime,test/loss_hexos,_timestamp,test/loss_in_distribution,_wandb,_step,test/acc_stripes,test/loss_stripes,test/acc_in_distribution,sa_kwargs,d_model,image_shape,ra_type,n_layers,task,bias,norm_first,dff,activation,n_heads_sa,num_params,pool,symbol_retrieval_kwargs,patch_size,num_classes,val_size,ra_kwargs,dropout_rate,baseline_model,train_size,model_config,symbol_retrieval,group,n_heads_ra,model_name
1task_match_patt__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention_train_size=20000__2024_08_01_17_19_38,0.5208500027656555,55.435094118118286,0.9886983633041382,1722547234.2344992,0.925454080104828,{'runtime': 54},0.0,0.5210000276565552,1.076940894126892,0.5372999906539917,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_match_patt,False,True,256.0,swiglu,0.0,440546,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,20000,,symbolic_attention,1task_match_patt__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention
occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention_train_size=2500__2024_08_01_17_19_31,0.9142500162124634,36.658283710479736,0.4241882860660553,1722547208.3501227,0.2749204933643341,{'runtime': 35},0.0,0.8149499893188477,0.5639201402664185,0.9388999938964844,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,occurs,False,True,256.0,swiglu,0.0,440546,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,2500,,symbolic_attention,occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention
same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention_train_size=2000__2024_08_01_17_19_22,0.9095500111579896,36.02601599693298,0.4789012670516968,1722547198.499671,0.32874026894569397,{'runtime': 34},0.0,0.8823500275611877,0.612810492515564,0.9401999711990356,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,same,False,True,256.0,swiglu,0.0,440546,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,2000,,symbolic_attention,same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention
xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention_train_size=2500__2024_08_01_17_19_19,0.7560999989509583,35.04347348213196,0.9218676686286926,1722547194.5810544,0.6634306907653809,{'runtime': 33},0.0,0.6845999956130981,1.3594459295272827,0.8062000274658203,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,xoccurs,False,True,256.0,swiglu,0.0,440546,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,2500,,symbolic_attention,xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention
same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols_train_size=2250__2024_08_01_17_19_18,0.857699990272522,35.878082036972046,0.6738128662109375,1722547194.708537,0.42890313267707825,{'runtime': 34},0.0,0.8487499952316284,0.6378229856491089,0.9023000001907348,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,same,False,True,256.0,swiglu,0.0,423010,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,2250,,positional_symbols,same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols
1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention_train_size=1750__2024_08_01_17_19_18,0.8550599813461304,46.11694669723511,0.5790342092514038,1722547204.2647195,0.5224675536155701,{'runtime': 45},0.0,0.8004000186920166,0.9205122590065002,0.8712999820709229,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_between,False,True,256.0,swiglu,0.0,440546,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,1750,,symbolic_attention,1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention
same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols_train_size=1250__2024_08_01_17_19_08,0.8199499845504761,41.81920099258423,0.6492565870285034,1722547190.029726,0.5455495119094849,{'runtime': 40},0.0,0.7896000146865845,0.615166425704956,0.8389999866485596,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,same,False,True,256.0,swiglu,0.0,423010,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,1250,,positional_symbols,same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols
occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols_train_size=500__2024_08_01_17_19_04,0.5078999996185303,50.47994375228882,0.7926928400993347,1722547195.3738596,0.8216776251792908,{'runtime': 49},0.0,0.5013499855995178,0.7650872468948364,0.4972000122070313,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,occurs,False,True,256.0,swiglu,0.0,423010,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,500,,positional_symbols,occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols
xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention_train_size=1750__2024_08_01_17_19_04,0.6446999907493591,46.08256483078003,1.0282028913497925,1722547190.8458128,0.8891427516937256,{'runtime': 45},0.0,0.6382499933242798,0.9910992980003356,0.6804999709129333,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,xoccurs,False,True,256.0,swiglu,0.0,440546,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,1750,,symbolic_attention,xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention
1task_match_patt__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols_train_size=17500__2024_08_01_17_19_04,0.5415999889373779,82.22987031936646,1.0475012063980105,1722547227.0009084,0.9572285413742064,{'runtime': 81},0.0,0.5347499847412109,1.1468950510025024,0.5767999887466431,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_match_patt,False,True,256.0,swiglu,0.0,423010,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,17500,,positional_symbols,1task_match_patt__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols
1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention_train_size=2000__2024_08_01_17_19_04,0.8958399891853333,42.53468728065491,0.517892599105835,1722547187.3429773,0.46781766414642334,{'runtime': 41},0.0,0.9277799725532532,0.2778749167919159,0.9043999910354614,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_between,False,True,256.0,swiglu,0.0,440546,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,2000,,symbolic_attention,1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention
xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols_train_size=1500__2024_08_01_17_19_04,0.5763499736785889,56.57096600532532,1.0323286056518557,1722547201.145993,0.9640885591506958,{'runtime': 55},0.0,0.5759000182151794,1.094013214111328,0.593999981880188,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,xoccurs,False,True,256.0,swiglu,0.0,423010,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,1500,,positional_symbols,xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols
1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols_train_size=1750__2024_08_01_17_18_50,0.882319986820221,47.693788051605225,0.6131623387336731,1722547178.1099792,0.45488759875297546,{'runtime': 46},0.0,0.8240399956703186,0.6678332686424255,0.9053999781608582,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_between,False,True,256.0,swiglu,0.0,423010,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,1750,,positional_symbols,1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols
occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention_train_size=2250__2024_08_01_17_18_50,0.8930500149726868,36.52489399909973,0.47567489743232727,1722547167.255593,0.3444788455963135,{'runtime': 35},0.0,0.8205500245094299,0.4689982831478119,0.9200000166893004,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,occurs,False,True,256.0,swiglu,0.0,440546,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,2250,,symbolic_attention,occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention
1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols_train_size=2250__2024_08_01_17_18_47,0.8466799855232239,36.04562759399414,0.695919394493103,1722547163.7706556,0.5395066142082214,{'runtime': 34},0.0,0.8455600142478943,0.6627576351165771,0.8725000023841858,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_between,False,True,256.0,swiglu,0.0,423010,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,2250,,positional_symbols,1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols
same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention_train_size=1000__2024_08_01_17_18_47,0.8647000193595886,42.73733854293823,0.4183506965637207,1722547170.1280906,0.4129200577735901,{'runtime': 41},0.0,0.7804499864578247,0.5959339141845703,0.8712000250816345,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,same,False,True,256.0,swiglu,0.0,440546,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,1000,,symbolic_attention,same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention
occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols_train_size=2500__2024_08_01_17_18_46,0.9057999849319458,40.63639688491821,0.5683611035346985,1722547167.607795,0.32721880078315735,{'runtime': 39},0.0,0.7893999814987183,0.7664189338684082,0.9366000294685364,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,occurs,False,True,256.0,swiglu,0.0,423010,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,2500,,positional_symbols,occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols
same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols_train_size=2000__2024_08_01_17_18_40,0.8873500227928162,34.10448598861694,0.4275079071521759,1722547154.257948,0.2974284887313843,{'runtime': 33},0.0,0.8526999950408936,0.5852656960487366,0.9200999736785888,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,same,False,True,256.0,swiglu,0.0,423010,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,2000,,positional_symbols,same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols
1task_match_patt__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention_train_size=17500__2024_08_01_17_18_40,0.5184500217437744,53.27652192115784,1.0307797193527222,1722547173.643229,1.0090171098709106,{'runtime': 51},0.0,0.510200023651123,1.1656643152236938,0.5365999937057495,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_match_patt,False,True,256.0,swiglu,0.0,440546,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,17500,,symbolic_attention,1task_match_patt__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention
occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention_train_size=2000__2024_08_01_17_18_39,0.899399995803833,37.4546639919281,0.42623838782310486,1722547156.829076,0.30432260036468506,{'runtime': 36},0.0,0.7176499962806702,1.20256769657135,0.9254999756813048,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,occurs,False,True,256.0,swiglu,0.0,440546,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,2000,,symbolic_attention,occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention
xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention_train_size=2250__2024_08_01_17_18_37,0.6262500286102295,36.96220898628235,1.0834932327270508,1722547154.675998,1.0816129446029663,{'runtime': 35},0.0,0.5914499759674072,1.0254501104354858,0.6563000082969666,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,xoccurs,False,True,256.0,swiglu,0.0,440546,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,2250,,symbolic_attention,xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention
occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols_train_size=2000__2024_08_01_17_18_37,0.8458999991416931,42.803038120269775,1.2428090572357178,1722547160.449345,0.8544060587882996,{'runtime': 41},0.0,0.7578999996185303,1.0595624446868896,0.885200023651123,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,occurs,False,True,256.0,swiglu,0.0,423010,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,2000,,positional_symbols,occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols
xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols_train_size=2000__2024_08_01_17_18_36,0.8720499873161316,33.40268516540527,0.4228116571903229,1722547150.1171062,0.2390464544296265,{'runtime': 32},0.0,0.791949987411499,0.6991971731185913,0.9225999712944032,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,xoccurs,False,True,256.0,swiglu,0.0,423010,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,2000,,positional_symbols,xoccurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols
same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention_train_size=1750__2024_08_01_17_18_35,0.9229999780654908,42.127227544784546,0.3527507483959198,1722547157.8031836,0.3288048207759857,{'runtime': 40},0.0,0.8877500295639038,0.507010817527771,0.9333000183105468,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,same,False,True,256.0,swiglu,0.0,440546,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,1750,,symbolic_attention,same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention
same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols_train_size=1000__2024_08_01_17_18_20,0.7124500274658203,41.133827924728394,1.1212406158447266,1722547141.4545388,0.7258967161178589,{'runtime': 40},0.0,0.5935999751091003,2.611593246459961,0.7724000215530396,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,same,False,True,256.0,swiglu,0.0,423010,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,1000,,positional_symbols,same__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols
occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention_train_size=2000__2024_08_01_17_18_07,0.8812000155448914,35.47167086601257,0.5552725791931152,1722547123.488061,0.3545079231262207,{'runtime': 34},0.0,0.8048499822616577,0.5039830207824707,0.92330002784729,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,occurs,False,True,256.0,swiglu,0.0,440546,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,2000,,symbolic_attention,occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention
1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention_train_size=1750__2024_08_01_17_18_05,0.9094600081443788,50.2639434337616,0.49974632263183594,1722547135.4787235,0.3788735866546631,{'runtime': 49},0.0,0.8580399751663208,0.4518249332904816,0.9297999739646912,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_between,False,True,256.0,swiglu,0.0,440546,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,1750,,symbolic_attention,1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention
1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention_train_size=1500__2024_08_01_17_18_04,0.8258399963378906,63.069634675979614,0.7068140506744385,1722547147.7965276,0.6072086691856384,{'runtime': 61},0.0,0.8228999972343445,0.7487673163414001,0.847599983215332,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,1task_between,False,True,256.0,swiglu,0.0,440546,mean,"{'d_model': 128, 'n_heads': 4, 'n_symbols': 9}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,1500,,symbolic_attention,1task_between__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=symbolic_attention
occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols_train_size=250__2024_08_01_17_17_56,0.5281000137329102,57.16035509109497,1.1797279119491575,1722547135.057367,1.1413382291793823,{'runtime': 57},0.0,0.5269500017166138,1.1915647983551023,0.536899983882904,{'n_kv_heads': None},128.0,"[3, 36, 36]",relational_attention,2.0,occurs,False,True,256.0,swiglu,0.0,423010,mean,"{'max_length': 10, 'symbol_dim': 128}","[12, 12]",2.0,5000,"{'n_kv_heads': None, 'n_relations': 8, 'rel_proj_dim': 16, 'rel_activation': 'identity', 'symmetric_rels': True}",0.1,,250,,positional_symbols,occurs__sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols,2.0,sa=0; ra=2; nr=8; d=128; L=2; ra_type=relational_attention; sym_rel=True; symbol_type=positional_symbols
